pincode,office_name,district,state
411060,Hinjawadi Sub-Post Office #3,Pune,Maharashtra
411061,Hinjawadi Sub-Post Office #4,Pune,Maharashtra
411062,Hinjawadi Sub-Post Office #5,Pune,Maharashtra
411063,Hinjawadi Sub-Post Office #6,Pune,Maharashtra
411064,Hinjawadi Sub-Post Office #7,Pune,Maharashtra
411065,Hinjawadi Sub-Post Office #8,Pune,Maharashtra
411066,Hinjawadi Sub-Post Office #9,Pune,Maharashtra
411067,Hinjawadi Sub-Post Office #10,Pune,Maharashtra
411068,Hinjawadi Sub-Post Office #11,Pune,Maharashtra
411069,Hinjawadi Sub-Post Office #12,Pune,Maharashtra
411070,Hinjawadi Sub-Post Office #13,Pune,Maharashtra
411071,Hinjawadi Sub-Post Office #14,Pune,Maharashtra
439996,Nagpur GPO Sub-Post Office #5,Nagpur,Maharashtra
439997,Nagpur GPO Sub-Post Office #4,Nagpur,Maharashtra
439998,Nagpur GPO Sub-Post Office #3,Nagpur,Maharashtra
439999,Nagpur GPO Sub-Post Office #2,Nagpur,Maharashtra
440000,Nagpur GPO Sub-Post Office #1,Nagpur,Maharashtra
440002,Nagpur GPO Sub-Post Office #1,Nagpur,Maharashtra
440003,Nagpur GPO Sub-Post Office #2,Nagpur,Maharashtra
440004,Nagpur GPO Sub-Post Office #3,Nagpur,Maharashtra
440005,Nagpur GPO Sub-Post Office #4,Nagpur,Maharashtra
440006,Nagpur GPO Sub-Post Office #5,Nagpur,Maharashtra
440007,Nagpur GPO Sub-Post Office #6,Nagpur,Maharashtra
440008,Nagpur GPO Sub-Post Office #7,Nagpur,Maharashtra
440009,Nagpur GPO Sub-Post Office #8,Nagpur,Maharashtra
440010,Nagpur GPO Sub-Post Office #9,Nagpur,Maharashtra
440011,Nagpur GPO Sub-Post Office #10,Nagpur,Maharashtra
440012,Nagpur GPO Sub-Post Office #11,Nagpur,Maharashtra
440013,Nagpur GPO Sub-Post Office #12,Nagpur,Maharashtra
440014,Nagpur GPO Sub-Post Office #13,Nagpur,Maharashtra
440015,Nagpur GPO Sub-Post Office #14,Nagpur,Maharashtra
421996,Nashik HO Sub-Post Office #5,Nashik,Maharashtra
421997,Nashik HO Sub-Post Office #4,Nashik,Maharashtra
421998,Nashik HO Sub-Post Office #3,Nashik,Maharashtra
421999,Nashik HO Sub-Post Office #2,Nashik,Maharashtra
422000,Nashik HO Sub-Post Office #1,Nashik,Maharashtra
422002,Nashik HO Sub-Post Office #1,Nashik,Maharashtra
422003,Nashik HO Sub-Post Office #2,Nashik,Maharashtra
422004,Nashik HO Sub-Post Office #3,Nashik,Maharashtra
422005,Nashik HO Sub-Post Office #4,Nashik,Maharashtra
422006,Nashik HO Sub-Post Office #5,Nashik,Maharashtra
422007,Nashik HO Sub-Post Office #6,Nashik,Maharashtra
422008,Nashik HO Sub-Post Office #7,Nashik,Maharashtra
422009,Nashik HO Sub-Post Office #8,Nashik,Maharashtra
422010,Nashik HO Sub-Post Office #9,Nashik,Maharashtra
422011,Nashik HO Sub-Post Office #10,Nashik,Maharashtra
422012,Nashik HO Sub-Post Office #11,Nashik,Maharashtra
422013,Nashik HO Sub-Post Office #12,Nashik,Maharashtra
422014,Nashik HO Sub-Post Office #13,Nashik,Maharashtra
422015,Nashik HO Sub-Post Office #14,Nashik,Maharashtra
402996,Panaji HO Sub-Post Office #5,North Goa,Goa
402997,Panaji HO Sub-Post Office #4,North Goa,Goa
402998,Panaji HO Sub-Post Office #3,North Goa,Goa
402999,Panaji HO Sub-Post Office #2,North Goa,Goa
403000,Panaji HO Sub-Post Office #1,North Goa,Goa
403002,Panaji HO Sub-Post Office #1,North Goa,Goa
403003,Panaji HO Sub-Post Office #2,North Goa,Goa
403004,Panaji HO Sub-Post Office #3,North Goa,Goa
403005,Panaji HO Sub-Post Office #4,North Goa,Goa
403006,Panaji HO Sub-Post Office #5,North Goa,Goa
403007,Panaji HO Sub-Post Office #6,North Goa,Goa
403008,Panaji HO Sub-Post Office #7,North Goa,Goa
403009,Panaji HO Sub-Post Office #8,North Goa,Goa
403010,Panaji HO Sub-Post Office #9,North Goa,Goa
403011,Panaji HO Sub-Post Office #10,North Goa,Goa
403012,Panaji HO Sub-Post Office #11,North Goa,Goa
403013,Panaji HO Sub-Post Office #12,North Goa,Goa
403014,Panaji HO Sub-Post Office #13,North Goa,Goa
403015,Panaji HO Sub-Post Office #14,North Goa,Goa
109996,New Delhi GPO Sub-Post Office #5,New Delhi,Delhi
109997,New Delhi GPO Sub-Post Office #4,New Delhi,Delhi
109998,New Delhi GPO Sub-Post Office #3,New Delhi,Delhi
109999,New Delhi GPO Sub-Post Office #2,New Delhi,Delhi
110000,New Delhi GPO Sub-Post Office #1,New Delhi,Delhi
110002,New Delhi GPO Sub-Post Office #1,New Delhi,Delhi
110003,New Delhi GPO Sub-Post Office #2,New Delhi,Delhi
110004,New Delhi GPO Sub-Post Office #3,New Delhi,Delhi
110005,New Delhi GPO Sub-Post Office #4,New Delhi,Delhi
110006,New Delhi GPO Sub-Post Office #5,New Delhi,Delhi
110007,New Delhi GPO Sub-Post Office #6,New Delhi,Delhi
110008,New Delhi GPO Sub-Post Office #7,New Delhi,Delhi
110009,New Delhi GPO Sub-Post Office #8,New Delhi,Delhi
110010,New Delhi GPO Sub-Post Office #9,New Delhi,Delhi
110011,New Delhi GPO Sub-Post Office #10,New Delhi,Delhi
110012,New Delhi GPO Sub-Post Office #11,New Delhi,Delhi
110013,New Delhi GPO Sub-Post Office #12,New Delhi,Delhi
110014,New Delhi GPO Sub-Post Office #13,New Delhi,Delhi
110015,New Delhi GPO Sub-Post Office #14,New Delhi,Delhi
110016,Pandara Road Sub-Post Office #13,Central Delhi,Delhi
110017,Pandara Road Sub-Post Office #14,Central Delhi,Delhi
110018,Hauz Khas Sub-Post Office #2,South Delhi,Delhi
110019,Hauz Khas Sub-Post Office #3,South Delhi,Delhi
110020,Hauz Khas Sub-Post Office #4,South Delhi,Delhi
110021,Hauz Khas Sub-Post Office #5,South Delhi,Delhi
110022,Hauz Khas Sub-Post Office #6,South Delhi,Delhi
110023,Hauz Khas Sub-Post Office #7,South Delhi,Delhi
110024,Hauz Khas Sub-Post Office #8,South Delhi,Delhi
110025,Hauz Khas Sub-Post Office #9,South Delhi,Delhi
110026,Hauz Khas Sub-Post Office #10,South Delhi,Delhi
110027,Hauz Khas Sub-Post Office #11,South Delhi,Delhi
110028,Hauz Khas Sub-Post Office #12,South Delhi,Delhi
110029,Hauz Khas Sub-Post Office #13,South Delhi,Delhi
110030,Hauz Khas Sub-Post Office #14,South Delhi,Delhi
110031,Malviya Nagar Sub-Post Office #14,South Delhi,Delhi
110032,Okhla Industrial Estate Sub-Post Office #12,South Delhi,Delhi
110033,Okhla Industrial Estate Sub-Post Office #13,South Delhi,Delhi
110034,Okhla Industrial Estate Sub-Post Office #14,South Delhi,Delhi
110035,Lajpat Nagar Sub-Post Office #11,South Delhi,Delhi
110036,Lajpat Nagar Sub-Post Office #12,South Delhi,Delhi
110037,Lajpat Nagar Sub-Post Office #13,South Delhi,Delhi
110038,Lajpat Nagar Sub-Post Office #14,South Delhi,Delhi
110039,Safdarjung Enclave Sub-Post Office #10,South Delhi,Delhi
110040,Safdarjung Enclave Sub-Post Office #11,South Delhi,Delhi
110041,Safdarjung Enclave Sub-Post Office #12,South Delhi,Delhi
110042,Safdarjung Enclave Sub-Post Office #13,South Delhi,Delhi
110043,Safdarjung Enclave Sub-Post Office #14,South Delhi,Delhi
110070,Dwarka Sector 6 Sub-Post Office #5,South West Delhi,Delhi
110071,Dwarka Sector 6 Sub-Post Office #4,South West Delhi,Delhi
110072,Dwarka Sector 6 Sub-Post Office #3,South West Delhi,Delhi
110073,Dwarka Sector 6 Sub-Post Office #2,South West Delhi,Delhi
110074,Dwarka Sector 6 Sub-Post Office #1,South West Delhi,Delhi
110076,Dwarka Sector 6 Sub-Post Office #1,South West Delhi,Delhi
110077,Dwarka Sector 6 Sub-Post Office #2,South West Delhi,Delhi
110078,Dwarka Sector 6 Sub-Post Office #3,South West Delhi,Delhi
110079,Dwarka Sector 6 Sub-Post Office #4,South West Delhi,Delhi
110080,Dwarka Sector 6 Sub-Post Office #5,South West Delhi,Delhi
110081,Dwarka Sector 6 Sub-Post Office #6,South West Delhi,Delhi
110082,Dwarka Sector 6 Sub-Post Office #7,South West Delhi,Delhi
110083,Dwarka Sector 6 Sub-Post Office #8,South West Delhi,Delhi
110084,Dwarka Sector 6 Sub-Post Office #9,South West Delhi,Delhi
110085,Dwarka Sector 6 Sub-Post Office #10,South West Delhi,Delhi
110086,Dwarka Sector 6 Sub-Post Office #11,South West Delhi,Delhi
110087,Dwarka Sector 6 Sub-Post Office #12,South West Delhi,Delhi
110088,Dwarka Sector 6 Sub-Post Office #13,South West Delhi,Delhi
110089,Dwarka Sector 6 Sub-Post Office #14,South West Delhi,Delhi
110090,Nirman Vihar Sub-Post Office #2,East Delhi,Delhi
110091,Nirman Vihar Sub-Post Office #1,East Delhi,Delhi
110093,Nirman Vihar Sub-Post Office #1,East Delhi,Delhi
110094,Nirman Vihar Sub-Post Office #2,East Delhi,Delhi
110095,Nirman Vihar Sub-Post Office #3,East Delhi,Delhi
110096,Nirman Vihar Sub-Post Office #4,East Delhi,Delhi
110097,Nirman Vihar Sub-Post Office #5,East Delhi,Delhi
110098,Nirman Vihar Sub-Post Office #6,East Delhi,Delhi
110099,Nirman Vihar Sub-Post Office #7,East Delhi,Delhi
110100,Nirman Vihar Sub-Post Office #8,East Delhi,Delhi
110101,Nirman Vihar Sub-Post Office #9,East Delhi,Delhi
110102,Nirman Vihar Sub-Post Office #10,East Delhi,Delhi
110103,Nirman Vihar Sub-Post Office #11,East Delhi,Delhi
110104,Nirman Vihar Sub-Post Office #12,East Delhi,Delhi
110105,Nirman Vihar Sub-Post Office #13,East Delhi,Delhi
110106,Nirman Vihar Sub-Post Office #14,East Delhi,Delhi
121996,Gurugram HO Sub-Post Office #5,Gurugram,Haryana
121997,Gurugram HO Sub-Post Office #4,Gurugram,Haryana
121998,Gurugram HO Sub-Post Office #3,Gurugram,Haryana
121999,Gurugram HO Sub-Post Office #2,Gurugram,Haryana
122000,Gurugram HO Sub-Post Office #1,Gurugram,Haryana
122002,Gurugram HO Sub-Post Office #1,Gurugram,Haryana
122003,Gurugram HO Sub-Post Office #2,Gurugram,Haryana
122004,Gurugram HO Sub-Post Office #3,Gurugram,Haryana
122005,Gurugram HO Sub-Post Office #4,Gurugram,Haryana
122006,Gurugram HO Sub-Post Office #5,Gurugram,Haryana
122007,Gurugram HO Sub-Post Office #6,Gurugram,Haryana
122008,Gurugram HO Sub-Post Office #7,Gurugram,Haryana
122009,Gurugram HO Sub-Post Office #8,Gurugram,Haryana
122010,Gurugram HO Sub-Post Office #9,Gurugram,Haryana
122011,Gurugram HO Sub-Post Office #10,Gurugram,Haryana
122012,Gurugram HO Sub-Post Office #11,Gurugram,Haryana
122013,Gurugram HO Sub-Post Office #12,Gurugram,Haryana
122014,Gurugram HO Sub-Post Office #13,Gurugram,Haryana
122015,Gurugram HO Sub-Post Office #14,Gurugram,Haryana
122016,DLF Phase 1 Sub-Post Office #14,Gurugram,Haryana
122017,Udyog Vihar Sub-Post Office #1,Gurugram,Haryana
122019,Udyog Vihar Sub-Post Office #1,Gurugram,Haryana
122020,Udyog Vihar Sub-Post Office #2,Gurugram,Haryana
122021,Udyog Vihar Sub-Post Office #3,Gurugram,Haryana
122022,Udyog Vihar Sub-Post Office #4,Gurugram,Haryana
122023,Udyog Vihar Sub-Post Office #5,Gurugram,Haryana
122024,Udyog Vihar Sub-Post Office #6,Gurugram,Haryana
122025,Udyog Vihar Sub-Post Office #7,Gurugram,Haryana
122026,Udyog Vihar Sub-Post Office #8,Gurugram,Haryana
122027,Udyog Vihar Sub-Post Office #9,Gurugram,Haryana
122028,Udyog Vihar Sub-Post Office #10,Gurugram,Haryana
122029,Udyog Vihar Sub-Post Office #11,Gurugram,Haryana
122030,Udyog Vihar Sub-Post Office #12,Gurugram,Haryana
122031,Udyog Vihar Sub-Post Office #13,Gurugram,Haryana
122032,Udyog Vihar Sub-Post Office #14,Gurugram,Haryana
201296,Noida Sector 16 Sub-Post Office #5,Gautam Buddha Nagar,Uttar Pradesh
201297,Noida Sector 16 Sub-Post Office #4,Gautam Buddha Nagar,Uttar Pradesh
201298,Noida Sector 16 Sub-Post Office #3,Gautam Buddha Nagar,Uttar Pradesh
201299,Noida Sector 16 Sub-Post Office #2,Gautam Buddha Nagar,Uttar Pradesh
201300,Noida Sector 16 Sub-Post Office #1,Gautam Buddha Nagar,Uttar Pradesh
201302,Noida Sector 16 Sub-Post Office #1,Gautam Buddha Nagar,Uttar Pradesh
201303,Noida Sector 16 Sub-Post Office #2,Gautam Buddha Nagar,Uttar Pradesh
201304,Noida Sector 16 Sub-Post Office #3,Gautam Buddha Nagar,Uttar Pradesh
201305,Noida Sector 16 Sub-Post Office #4,Gautam Buddha Nagar,Uttar Pradesh
201306,Noida Sector 16 Sub-Post Office #5,Gautam Buddha Nagar,Uttar Pradesh
201307,Noida Sector 16 Sub-Post Office #6,Gautam Buddha Nagar,Uttar Pradesh
201308,Noida Sector 16 Sub-Post Office #7,Gautam Buddha Nagar,Uttar Pradesh
201309,Noida Sector 16 Sub-Post Office #8,Gautam Buddha Nagar,Uttar Pradesh
201310,Noida Sector 16 Sub-Post Office #9,Gautam Buddha Nagar,Uttar Pradesh
201311,Noida Sector 16 Sub-Post Office #10,Gautam Buddha Nagar,Uttar Pradesh
201312,Noida Sector 16 Sub-Post Office #11,Gautam Buddha Nagar,Uttar Pradesh
201313,Noida Sector 16 Sub-Post Office #12,Gautam Buddha Nagar,Uttar Pradesh
201314,Noida Sector 16 Sub-Post Office #13,Gautam Buddha Nagar,Uttar Pradesh
201315,Noida Sector 16 Sub-Post Office #14,Gautam Buddha Nagar,Uttar Pradesh
201316,Noida Sector 62 Sub-Post Office #9,Gautam Buddha Nagar,Uttar Pradesh
201317,Noida Sector 62 Sub-Post Office #10,Gautam Buddha Nagar,Uttar Pradesh
201318,Noida Sector 62 Sub-Post Office #11,Gautam Buddha Nagar,Uttar Pradesh
201319,Noida Sector 62 Sub-Post Office #12,Gautam Buddha Nagar,Uttar Pradesh
201320,Noida Sector 62 Sub-Post Office #13,Gautam Buddha Nagar,Uttar Pradesh
201321,Noida Sector 62 Sub-Post Office #14,Gautam Buddha Nagar,Uttar Pradesh
200996,Ghaziabad HO Sub-Post Office #5,Ghaziabad,Uttar Pradesh
200997,Ghaziabad HO Sub-Post Office #4,Ghaziabad,Uttar Pradesh
200998,Ghaziabad HO Sub-Post Office #3,Ghaziabad,Uttar Pradesh
200999,Ghaziabad HO Sub-Post Office #2,Ghaziabad,Uttar Pradesh
201000,Ghaziabad HO Sub-Post Office #1,Ghaziabad,Uttar Pradesh
201002,Ghaziabad HO Sub-Post Office #1,Ghaziabad,Uttar Pradesh
201003,Ghaziabad HO Sub-Post Office #2,Ghaziabad,Uttar Pradesh
201004,Ghaziabad HO Sub-Post Office #3,Ghaziabad,Uttar Pradesh
201005,Ghaziabad HO Sub-Post Office #4,Ghaziabad,Uttar Pradesh
201006,Ghaziabad HO Sub-Post Office #5,Ghaziabad,Uttar Pradesh
201007,Ghaziabad HO Sub-Post Office #6,Ghaziabad,Uttar Pradesh
201008,Ghaziabad HO Sub-Post Office #7,Ghaziabad,Uttar Pradesh
201009,Ghaziabad HO Sub-Post Office #8,Ghaziabad,Uttar Pradesh
201010,Ghaziabad HO Sub-Post Office #9,Ghaziabad,Uttar Pradesh
201011,Ghaziabad HO Sub-Post Office #10,Ghaziabad,Uttar Pradesh
201012,Ghaziabad HO Sub-Post Office #11,Ghaziabad,Uttar Pradesh
201013,Ghaziabad HO Sub-Post Office #12,Ghaziabad,Uttar Pradesh
201014,Ghaziabad HO Sub-Post Office #13,Ghaziabad,Uttar Pradesh
201015,Ghaziabad HO Sub-Post Office #14,Ghaziabad,Uttar Pradesh
225996,Lucknow GPO Sub-Post Office #5,Lucknow,Uttar Pradesh
225997,Lucknow GPO Sub-Post Office #4,Lucknow,Uttar Pradesh
225998,Lucknow GPO Sub-Post Office #3,Lucknow,Uttar Pradesh
225999,Lucknow GPO Sub-Post Office #2,Lucknow,Uttar Pradesh
226000,Lucknow GPO Sub-Post Office #1,Lucknow,Uttar Pradesh
226002,Lucknow GPO Sub-Post Office #1,Lucknow,Uttar Pradesh
226003,Lucknow GPO Sub-Post Office #2,Lucknow,Uttar Pradesh
226004,Lucknow GPO Sub-Post Office #3,Lucknow,Uttar Pradesh
226005,Lucknow GPO Sub-Post Office #4,Lucknow,Uttar Pradesh
226006,Lucknow GPO Sub-Post Office #5,Lucknow,Uttar Pradesh
226007,Lucknow GPO Sub-Post Office #6,Lucknow,Uttar Pradesh
226008,Lucknow GPO Sub-Post Office #7,Lucknow,Uttar Pradesh
226009,Lucknow GPO Sub-Post Office #8,Lucknow,Uttar Pradesh
226010,Lucknow GPO Sub-Post Office #9,Lucknow,Uttar Pradesh
226011,Lucknow GPO Sub-Post Office #10,Lucknow,Uttar Pradesh
226012,Lucknow GPO Sub-Post Office #11,Lucknow,Uttar Pradesh
226013,Lucknow GPO Sub-Post Office #12,Lucknow,Uttar Pradesh
226014,Lucknow GPO Sub-Post Office #13,Lucknow,Uttar Pradesh
226015,Lucknow GPO Sub-Post Office #14,Lucknow,Uttar Pradesh
207996,Kanpur HO Sub-Post Office #5,Kanpur Nagar,Uttar Pradesh
207997,Kanpur HO Sub-Post Office #4,Kanpur Nagar,Uttar Pradesh
207998,Kanpur HO Sub-Post Office #3,Kanpur Nagar,Uttar Pradesh
207999,Kanpur HO Sub-Post Office #2,Kanpur Nagar,Uttar Pradesh
208000,Kanpur HO Sub-Post Office #1,Kanpur Nagar,Uttar Pradesh
208002,Kanpur HO Sub-Post Office #1,Kanpur Nagar,Uttar Pradesh
208003,Kanpur HO Sub-Post Office #2,Kanpur Nagar,Uttar Pradesh
208004,Kanpur HO Sub-Post Office #3,Kanpur Nagar,Uttar Pradesh
208005,Kanpur HO Sub-Post Office #4,Kanpur Nagar,Uttar Pradesh
208006,Kanpur HO Sub-Post Office #5,Kanpur Nagar,Uttar Pradesh
208007,Kanpur HO Sub-Post Office #6,Kanpur Nagar,Uttar Pradesh
208008,Kanpur HO Sub-Post Office #7,Kanpur Nagar,Uttar Pradesh
208009,Kanpur HO Sub-Post Office #8,Kanpur Nagar,Uttar Pradesh
208010,Kanpur HO Sub-Post Office #9,Kanpur Nagar,Uttar Pradesh
208011,Kanpur HO Sub-Post Office #10,Kanpur Nagar,Uttar Pradesh
208012,Kanpur HO Sub-Post Office #11,Kanpur Nagar,Uttar Pradesh
208013,Kanpur HO Sub-Post Office #12,Kanpur Nagar,Uttar Pradesh
208014,Kanpur HO Sub-Post Office #13,Kanpur Nagar,Uttar Pradesh
208015,Kanpur HO Sub-Post Office #14,Kanpur Nagar,Uttar Pradesh
220996,Varanasi HO Sub-Post Office #5,Varanasi,Uttar Pradesh
220997,Varanasi HO Sub-Post Office #4,Varanasi,Uttar Pradesh
220998,Varanasi HO Sub-Post Office #3,Varanasi,Uttar Pradesh
220999,Varanasi HO Sub-Post Office #2,Varanasi,Uttar Pradesh
221000,Varanasi HO Sub-Post Office #1,Varanasi,Uttar Pradesh
221002,Varanasi HO Sub-Post Office #1,Varanasi,Uttar Pradesh
221003,Varanasi HO Sub-Post Office #2,Varanasi,Uttar Pradesh
221004,Varanasi HO Sub-Post Office #3,Varanasi,Uttar Pradesh
221005,Varanasi HO Sub-Post Office #4,Varanasi,Uttar Pradesh
221006,Varanasi HO Sub-Post Office #5,Varanasi,Uttar Pradesh
221007,Varanasi HO Sub-Post Office #6,Varanasi,Uttar Pradesh
221008,Varanasi HO Sub-Post Office #7,Varanasi,Uttar Pradesh
221009,Varanasi HO Sub-Post Office #8,Varanasi,Uttar Pradesh
221010,Varanasi HO Sub-Post Office #9,Varanasi,Uttar Pradesh
221011,Varanasi HO Sub-Post Office #10,Varanasi,Uttar Pradesh
221012,Varanasi HO Sub-Post Office #11,Varanasi,Uttar Pradesh
221013,Varanasi HO Sub-Post Office #12,Varanasi,Uttar Pradesh
221014,Varanasi HO Sub-Post Office #13,Varanasi,Uttar Pradesh
221015,Varanasi HO Sub-Post Office #14,Varanasi,Uttar Pradesh
210996,Prayagraj HO Sub-Post Office #5,Prayagraj,Uttar Pradesh
210997,Prayagraj HO Sub-Post Office #4,Prayagraj,Uttar Pradesh
210998,Prayagraj HO Sub-Post Office #3,Prayagraj,Uttar Pradesh
210999,Prayagraj HO Sub-Post Office #2,Prayagraj,Uttar Pradesh
211000,Prayagraj HO Sub-Post Office #1,Prayagraj,Uttar Pradesh
211002,Prayagraj HO Sub-Post Office #1,Prayagraj,Uttar Pradesh
211003,Prayagraj HO Sub-Post Office #2,Prayagraj,Uttar Pradesh
211004,Prayagraj HO Sub-Post Office #3,Prayagraj,Uttar Pradesh
211005,Prayagraj HO Sub-Post Office #4,Prayagraj,Uttar Pradesh
211006,Prayagraj HO Sub-Post Office #5,Prayagraj,Uttar Pradesh
211007,Prayagraj HO Sub-Post Office #6,Prayagraj,Uttar Pradesh
211008,Prayagraj HO Sub-Post Office #7,Prayagraj,Uttar Pradesh
211009,Prayagraj HO Sub-Post Office #8,Prayagraj,Uttar Pradesh
211010,Prayagraj HO Sub-Post Office #9,Prayagraj,Uttar Pradesh
211011,Prayagraj HO Sub-Post Office #10,Prayagraj,Uttar Pradesh
211012,Prayagraj HO Sub-Post Office #11,Prayagraj,Uttar Pradesh
211013,Prayagraj HO Sub-Post Office #12,Prayagraj,Uttar Pradesh
211014,Prayagraj HO Sub-Post Office #13,Prayagraj,Uttar Pradesh
211015,Prayagraj HO Sub-Post Office #14,Prayagraj,Uttar Pradesh
599996,Chennai GPO Sub-Post Office #5,Chennai,Tamil Nadu
599997,Chennai GPO Sub-Post Office #4,Chennai,Tamil Nadu
599998,Chennai GPO Sub-Post Office #3,Chennai,Tamil Nadu
599999,Chennai GPO Sub-Post Office #2,Chennai,Tamil Nadu
600000,Chennai GPO Sub-Post Office #1,Chennai,Tamil Nadu
600002,Chennai GPO Sub-Post Office #1,Chennai,Tamil Nadu
600003,Chennai GPO Sub-Post Office #2,Chennai,Tamil Nadu
600004,Chennai GPO Sub-Post Office #3,Chennai,Tamil Nadu
600005,Chennai GPO Sub-Post Office #4,Chennai,Tamil Nadu
600006,Chennai GPO Sub-Post Office #5,Chennai,Tamil Nadu
600007,Chennai GPO Sub-Post Office #6,Chennai,Tamil Nadu
600008,Chennai GPO Sub-Post Office #7,Chennai,Tamil Nadu
600009,Chennai GPO Sub-Post Office #8,Chennai,Tamil Nadu
600010,Chennai GPO Sub-Post Office #9,Chennai,Tamil Nadu
600011,Chennai GPO Sub-Post Office #10,Chennai,Tamil Nadu
600012,Chennai GPO Sub-Post Office #11,Chennai,Tamil Nadu
600013,Chennai GPO Sub-Post Office #12,Chennai,Tamil Nadu
600014,Chennai GPO Sub-Post Office #13,Chennai,Tamil Nadu
600015,Chennai GPO Sub-Post Office #14,Chennai,Tamil Nadu
600016,Mylapore Sub-Post Office #12,Chennai,Tamil Nadu
600017,Mylapore Sub-Post Office #13,Chennai,Tamil Nadu
600018,Mylapore Sub-Post Office #14,Chennai,Tamil Nadu
600019,T Nagar Sub-Post Office #2,Chennai,Tamil Nadu
600020,T Nagar Sub-Post Office #3,Chennai,Tamil Nadu
600021,T Nagar Sub-Post Office #4,Chennai,Tamil Nadu
600022,T Nagar Sub-Post Office #5,Chennai,Tamil Nadu
600023,T Nagar Sub-Post Office #6,Chennai,Tamil Nadu
600024,T Nagar Sub-Post Office #7,Chennai,Tamil Nadu
600025,T Nagar Sub-Post Office #8,Chennai,Tamil Nadu
600026,T Nagar Sub-Post Office #9,Chennai,Tamil Nadu
600027,T Nagar Sub-Post Office #10,Chennai,Tamil Nadu
600028,T Nagar Sub-Post Office #11,Chennai,Tamil Nadu
600029,T Nagar Sub-Post Office #12,Chennai,Tamil Nadu
600030,T Nagar Sub-Post Office #13,Chennai,Tamil Nadu
600031,T Nagar Sub-Post Office #14,Chennai,Tamil Nadu
600032,RA Puram Sub-Post Office #4,Chennai,Tamil Nadu
600033,RA Puram Sub-Post Office #5,Chennai,Tamil Nadu
600034,RA Puram Sub-Post Office #6,Chennai,Tamil Nadu
600035,RA Puram Sub-Post Office #7,Chennai,Tamil Nadu
600036,RA Puram Sub-Post Office #8,Chennai,Tamil Nadu
600037,RA Puram Sub-Post Office #9,Chennai,Tamil Nadu
600038,RA Puram Sub-Post Office #10,Chennai,Tamil Nadu
600039,RA Puram Sub-Post Office #11,Chennai,Tamil Nadu
600040,RA Puram Sub-Post Office #12,Chennai,Tamil Nadu
600041,RA Puram Sub-Post Office #13,Chennai,Tamil Nadu
600042,RA Puram Sub-Post Office #14,Chennai,Tamil Nadu
600043,Guindy Sub-Post Office #11,Chennai,Tamil Nadu
600044,Guindy Sub-Post Office #12,Chennai,Tamil Nadu
600045,Guindy Sub-Post Office #13,Chennai,Tamil Nadu
600046,Guindy Sub-Post Office #14,Chennai,Tamil Nadu
600047,Anna Nagar Sub-Post Office #7,Chennai,Tamil Nadu
600048,Anna Nagar Sub-Post Office #8,Chennai,Tamil Nadu
600049,Anna Nagar Sub-Post Office #9,Chennai,Tamil Nadu
600050,Anna Nagar Sub-Post Office #10,Chennai,Tamil Nadu
600051,Anna Nagar Sub-Post Office #11,Chennai,Tamil Nadu
600052,Anna Nagar Sub-Post Office #12,Chennai,Tamil Nadu
600053,Anna Nagar Sub-Post Office #13,Chennai,Tamil Nadu
600054,Anna Nagar Sub-Post Office #14,Chennai,Tamil Nadu
600091,Perungudi Sub-Post Office #5,Chennai,Tamil Nadu
600092,Perungudi Sub-Post Office #4,Chennai,Tamil Nadu
600093,Perungudi Sub-Post Office #3,Chennai,Tamil Nadu
600094,Perungudi Sub-Post Office #2,Chennai,Tamil Nadu
600095,Perungudi Sub-Post Office #1,Chennai,Tamil Nadu
600097,Perungudi Sub-Post Office #1,Chennai,Tamil Nadu
600098,Perungudi Sub-Post Office #2,Chennai,Tamil Nadu
600099,Perungudi Sub-Post Office #3,Chennai,Tamil Nadu
600100,Perungudi Sub-Post Office #4,Chennai,Tamil Nadu
600101,Perungudi Sub-Post Office #5,Chennai,Tamil Nadu
600102,Perungudi Sub-Post Office #6,Chennai,Tamil Nadu
600103,Perungudi Sub-Post Office #7,Chennai,Tamil Nadu
600104,Perungudi Sub-Post Office #8,Chennai,Tamil Nadu
600105,Perungudi Sub-Post Office #9,Chennai,Tamil Nadu
600106,Perungudi Sub-Post Office #10,Chennai,Tamil Nadu
600107,Perungudi Sub-Post Office #11,Chennai,Tamil Nadu
600108,Perungudi Sub-Post Office #12,Chennai,Tamil Nadu
600109,Perungudi Sub-Post Office #13,Chennai,Tamil Nadu
600110,Perungudi Sub-Post Office #14,Chennai,Tamil Nadu
600111,Taramani / OMR Sub-Post Office #2,Chennai,Tamil Nadu
600112,Taramani / OMR Sub-Post Office #1,Chennai,Tamil Nadu
600114,Taramani / OMR Sub-Post Office #1,Chennai,Tamil Nadu
600115,Taramani / OMR Sub-Post Office #2,Chennai,Tamil Nadu
600116,Taramani / OMR Sub-Post Office #3,Chennai,Tamil Nadu
600117,Taramani / OMR Sub-Post Office #4,Chennai,Tamil Nadu
600118,Taramani / OMR Sub-Post Office #5,Chennai,Tamil Nadu
600119,Taramani / OMR Sub-Post Office #6,Chennai,Tamil Nadu
600120,Taramani / OMR Sub-Post Office #7,Chennai,Tamil Nadu
600121,Taramani / OMR Sub-Post Office #8,Chennai,Tamil Nadu
